ft,zt,wo_len,ft2,zpt
0.769864,0.769784,0.474515,0.769864,0.774706
0.769905,0.768823,0.474519,0.769905,0.774495
0.769871,0.768358,0.474519,0.769871,0.773417
0.769760,0.768163,0.474526,0.769760,0.772705
0.769570,0.766388,0.474526,0.769570,0.772039
0.769300,0.765183,0.474540,0.769300,0.771801
0.768950,0.764162,0.474540,0.768950,0.770904
0.768517,0.763365,0.474553,0.768517,0.770917
0.768000,0.762754,0.474553,0.768000,0.770156
0.767398,0.762170,0.474561,0.767398,0.769828
0.766710,0.761544,0.474561,0.766710,0.768931
0.765935,0.761724,0.474563,0.765935,0.768628
0.765071,0.761261,0.474563,0.765071,0.768137
0.764118,0.760439,0.474566,0.764118,0.767907
0.763074,0.760286,0.474566,0.763074,0.768029
0.761938,0.759973,0.474567,0.761938,0.767888
0.760711,0.759621,0.474567,0.760711,0.767318
0.759389,0.759036,0.474567,0.759389,0.767450
0.757974,0.758393,0.474567,0.757974,0.767699
0.756463,0.757965,0.474567,0.756463,0.767454
0.754857,0.757644,0.474567,0.754857,0.767693
0.753154,0.757417,0.474567,0.753154,0.767594
0.751354,0.756745,0.474567,0.751354,0.767404
0.749457,0.756704,0.474569,0.749457,0.767033
0.747460,0.755339,0.474569,0.747460,0.766933
0.745365,0.753766,0.474579,0.745365,0.766596
0.743171,0.752514,0.474579,0.743171,0.766005
0.740876,0.742130,0.474580,0.740876,0.756103
0.738482,0.737115,0.474580,0.738482,0.752067
0.735987,0.732084,0.474571,0.735987,0.747874
0.733391,0.728975,0.474571,0.733391,0.743980
0.730693,0.725244,0.474562,0.730693,0.738417
0.727895,0.720672,0.474562,0.727895,0.733310
0.724995,0.716532,0.474548,0.724995,0.729877
0.721994,0.712508,0.474548,0.721994,0.725859
0.718891,0.708314,0.474520,0.718891,0.721222
0.715686,0.705601,0.474520,0.715686,0.718068
0.712381,0.703151,0.474493,0.712381,0.715653
0.708973,0.702752,0.474493,0.708973,0.713533
0.705465,0.700978,0.474476,0.705465,0.712823
0.701855,0.700015,0.474476,0.701855,0.712032
0.698144,0.699220,0.474480,0.698144,0.710615
0.694333,0.700249,0.474480,0.694333,0.710122
0.690422,0.700816,0.474508,0.690422,0.710298
0.686411,0.700505,0.474508,0.686411,0.710277
0.682301,0.701528,0.474540,0.682301,0.709627
0.678092,0.700629,0.474540,0.678092,0.709197
0.673785,0.701426,0.474585,0.673785,0.709313
0.669380,0.700926,0.474585,0.669380,0.708576
0.664878,0.700679,0.474674,0.664878,0.708410
0.660280,0.690030,0.474674,0.660280,0.698451
0.655586,0.683906,0.474709,0.655586,0.690303
0.650798,0.674865,0.474709,0.650798,0.681535
0.645915,0.667461,0.474759,0.645915,0.674385
0.640939,0.657660,0.474759,0.640939,0.665204
0.635871,0.651055,0.474813,0.635871,0.658758
0.630712,0.639723,0.474813,0.630712,0.649914
0.625463,0.632677,0.474864,0.625463,0.641736
0.620124,0.625724,0.474864,0.620124,0.632801
0.614698,0.621017,0.474908,0.614698,0.626853
0.609184,0.617788,0.474908,0.609184,0.622886
0.603585,0.615364,0.474994,0.603585,0.619058
0.597901,0.611857,0.474994,0.597901,0.615001
0.592134,0.609291,0.475150,0.592134,0.611214
0.586285,0.606485,0.475150,0.586285,0.607865
0.580356,0.596257,0.475275,0.580356,0.598118
0.574347,0.586635,0.475275,0.574347,0.586976
0.568260,0.579667,0.475341,0.568260,0.580285
0.562098,0.570954,0.475341,0.562098,0.570438
0.555860,0.562489,0.475389,0.555860,0.563739
0.549550,0.556098,0.475389,0.549550,0.557271
0.543168,0.550368,0.475435,0.543168,0.549711
0.536715,0.544484,0.475435,0.536715,0.542278
0.530195,0.538248,0.475463,0.530195,0.538264
0.523608,0.532352,0.475463,0.523608,0.532337
0.516956,0.528279,0.475519,0.516956,0.527915
0.510241,0.523290,0.475519,0.510241,0.523203
0.503464,0.511843,0.475574,0.503464,0.508815
0.496628,0.501334,0.475574,0.496628,0.498460
0.489734,0.492355,0.475581,0.489734,0.489695
0.482785,0.482852,0.475581,0.482785,0.482949
0.475781,0.471627,0.475575,0.475781,0.473195
0.468726,0.463674,0.475575,0.468726,0.466268
0.461621,0.457186,0.475578,0.461621,0.459210
0.454468,0.451230,0.475578,0.454468,0.454033
0.447268,0.444530,0.475579,0.447268,0.446996
0.440025,0.438211,0.475579,0.440025,0.441889
0.432741,0.437122,0.475585,0.432741,0.439044
0.425416,0.425294,0.475585,0.425416,0.429876
0.418054,0.418983,0.475585,0.418054,0.420535
0.410657,0.410163,0.475585,0.410657,0.411528
0.403226,0.400284,0.475577,0.403226,0.404268
0.395764,0.392632,0.475577,0.395764,0.394886
0.388273,0.386289,0.475567,0.388273,0.388962
0.380755,0.381412,0.475567,0.380755,0.384493
0.373213,0.377903,0.475593,0.373213,0.378221
0.365649,0.371014,0.475593,0.365649,0.371770
0.358065,0.367614,0.475662,0.358065,0.369296
0.350463,0.355302,0.475662,0.350463,0.358288
0.342846,0.346068,0.475677,0.342846,0.346228
0.335215,0.333604,0.475677,0.335215,0.336434
0.327574,0.324015,0.475658,0.327574,0.326383
0.319925,0.316346,0.475658,0.319925,0.318846
0.312269,0.308207,0.475644,0.312269,0.309753
0.304609,0.301873,0.475644,0.304609,0.302283
0.296948,0.294852,0.475637,0.296948,0.296957
0.289287,0.285142,0.475637,0.289287,0.288443
0.281630,0.280300,0.475629,0.281630,0.283388
0.273978,0.276844,0.475629,0.273978,0.280058
0.266335,0.266623,0.475630,0.266335,0.267566
0.258701,0.254474,0.475630,0.258701,0.255659
0.251080,0.245700,0.475595,0.251080,0.248535
0.243474,0.237301,0.475595,0.243474,0.240741
0.235885,0.230422,0.475567,0.235885,0.233767
0.228316,0.224249,0.475567,0.228316,0.224837
0.220768,0.218475,0.475555,0.220768,0.219637
0.213245,0.212963,0.475555,0.213245,0.214288
0.205748,0.206305,0.475558,0.205748,0.209145
0.198281,0.201436,0.475558,0.198281,0.204767
0.190844,0.189145,0.475552,0.190844,0.192971
0.183441,0.179078,0.475552,0.183441,0.182687
0.176074,0.171469,0.475540,0.176074,0.174071
0.168744,0.165597,0.475540,0.168744,0.164946
0.161455,0.157998,0.475548,0.161455,0.157622
0.154209,0.151805,0.475548,0.154209,0.151026
0.147007,0.144719,0.475553,0.147007,0.145429
0.139852,0.137547,0.475553,0.139852,0.141343
0.132746,0.132571,0.475553,0.132746,0.137381
0.125692,0.126348,0.475553,0.125692,0.130431
0.118691,0.122366,0.475549,0.118691,0.128781
0.111746,0.107084,0.475549,0.111746,0.116365
0.104858,0.098470,0.475583,0.104858,0.104473
0.098030,0.085530,0.475583,0.098030,0.092842
0.091264,0.075578,0.475691,0.091264,0.084659
0.084562,0.069551,0.475691,0.084562,0.078701
0.077926,0.063324,0.475858,0.077926,0.072937
0.071358,0.059555,0.475858,0.071358,0.066025
0.064860,0.054169,0.476000,0.064860,0.057400
0.058433,0.048694,0.476000,0.058433,0.052003
0.052080,0.045202,0.476082,0.052080,0.045152
0.045803,0.040806,0.476082,0.045803,0.042469
0.039603,0.035884,0.476124,0.039603,0.038422
0.033483,0.029627,0.476124,0.033483,0.032333
0.027443,0.023849,0.476158,0.027443,0.025796
0.021487,0.019953,0.476158,0.021487,0.021201
0.015615,0.013225,0.476177,0.015615,0.016388
0.009829,0.009390,0.476177,0.009829,0.010973
0.004131,0.005921,0.476164,0.004131,0.009071
-0.001478,0.002734,0.476164,-0.001478,0.005948
-0.006996,-0.000827,0.476134,-0.006996,0.001477
-0.012421,-0.005283,0.476134,-0.012421,-0.003765
-0.017752,-0.011370,0.476121,-0.017752,-0.007734
-0.022988,-0.019644,0.476121,-0.022988,-0.016227
-0.028126,-0.027457,0.476122,-0.028126,-0.021281
-0.033167,-0.034352,0.476122,-0.033167,-0.026124
-0.038107,-0.039214,0.476117,-0.038107,-0.030993
-0.042947,-0.044779,0.476117,-0.042947,-0.035697
-0.047685,-0.051055,0.476098,-0.047685,-0.040908
-0.052319,-0.056927,0.476098,-0.052319,-0.045221
-0.056849,-0.064184,0.476052,-0.056849,-0.049618
-0.061273,-0.071142,0.476052,-0.061273,-0.053091
-0.065591,-0.077121,0.475974,-0.065591,-0.055663
-0.069800,-0.080864,0.475974,-0.069800,-0.060754
-0.073901,-0.086247,0.475899,-0.073901,-0.062954
-0.077892,-0.089168,0.475899,-0.077892,-0.068713
-0.081773,-0.093315,0.475838,-0.081773,-0.071812
-0.085542,-0.096165,0.475838,-0.085542,-0.076550
-0.089199,-0.100938,0.475745,-0.089199,-0.082348
-0.092743,-0.106222,0.475745,-0.092743,-0.088452
-0.096174,-0.108932,0.475616,-0.096174,-0.092056
-0.099490,-0.110513,0.475616,-0.099490,-0.095447
-0.102691,-0.111850,0.475528,-0.102691,-0.096932
-0.105776,-0.111024,0.475528,-0.105776,-0.097136
-0.108746,-0.114296,0.475476,-0.108746,-0.096149
-0.111599,-0.115493,0.475476,-0.111599,-0.095265
-0.114335,-0.116687,0.475453,-0.114335,-0.092865
-0.116954,-0.113753,0.475453,-0.116954,-0.092844
-0.119456,-0.122272,0.475434,-0.119456,-0.098609
-0.121840,-0.125712,0.475434,-0.121840,-0.103088
-0.124105,-0.127910,0.475430,-0.124105,-0.107619
-0.126253,-0.133559,0.475430,-0.126253,-0.111582
-0.128282,-0.135624,0.475439,-0.128282,-0.114931
-0.130194,-0.136230,0.475439,-0.130194,-0.118771
-0.131986,-0.139812,0.475470,-0.131986,-0.122757
-0.133661,-0.142526,0.475470,-0.133661,-0.127862
-0.135217,-0.145966,0.475508,-0.135217,-0.129756
-0.136656,-0.145315,0.475508,-0.136656,-0.132276
-0.137976,-0.144365,0.475536,-0.137976,-0.131287
-0.139179,-0.142107,0.475536,-0.139179,-0.132371
-0.140265,-0.143115,0.475548,-0.140265,-0.134348
-0.141234,-0.141885,0.475548,-0.141234,-0.133622
-0.142087,-0.140105,0.475541,-0.142087,-0.131999
-0.142823,-0.139980,0.475541,-0.142823,-0.129787
-0.143444,-0.140441,0.475538,-0.143444,-0.131210
-0.143950,-0.139461,0.475538,-0.143950,-0.129886
-0.144341,-0.138133,0.475536,-0.144341,-0.129485
-0.144619,-0.137798,0.475536,-0.144619,-0.127933
-0.144784,-0.136899,0.475541,-0.144784,-0.126990
-0.144836,-0.135544,0.475541,-0.144836,-0.127499
-0.144777,-0.134350,0.475548,-0.144777,-0.125889
-0.144608,-0.136913,0.475548,-0.144608,-0.126416
-0.144328,-0.135008,0.475570,-0.144328,-0.127671
-0.143940,-0.133959,0.475570,-0.143940,-0.128130
-0.143444,-0.133759,0.475593,-0.143444,-0.129903
-0.142842,-0.133578,0.475593,-0.142842,-0.131558
-0.142133,-0.132801,0.475619,-0.142133,-0.130851
-0.141321,-0.133678,0.475619,-0.141321,-0.130472
-0.140404,-0.132846,0.475622,-0.140404,-0.131598
-0.139386,-0.131417,0.475622,-0.139386,-0.131038
-0.138267,-0.131035,0.475616,-0.138267,-0.130524
-0.137048,-0.130591,0.475616,-0.137048,-0.131476
-0.135731,-0.126896,0.475589,-0.135731,-0.133695
-0.134317,-0.126576,0.475589,-0.134317,-0.141715
-0.132807,-0.125614,0.475554,-0.132807,-0.145088
-0.131204,-0.127431,0.475554,-0.131204,-0.144578
-0.129509,-0.128763,0.475550,-0.129509,-0.141449
-0.127722,-0.130501,0.475550,-0.127722,-0.139747
-0.125846,-0.131935,0.475588,-0.125846,-0.140227
-0.123883,-0.132332,0.475588,-0.123883,-0.137737
-0.121834,-0.131669,0.475670,-0.121834,-0.138770
-0.119700,-0.132013,0.475670,-0.119700,-0.138668
-0.117484,-0.132485,0.475846,-0.117484,-0.136182
-0.115188,-0.122266,0.475846,-0.115188,-0.127547
-0.112812,-0.118993,0.475901,-0.112812,-0.120872
-0.110360,-0.116554,0.475901,-0.110360,-0.114606
-0.107832,-0.109320,0.475910,-0.107832,-0.108036
-0.105231,-0.107619,0.475910,-0.105231,-0.102921
-0.102559,-0.103289,0.475913,-0.102559,-0.096295
-0.099818,-0.100278,0.475913,-0.099818,-0.091023
-0.097009,-0.093894,0.475908,-0.097009,-0.085137
-0.094135,-0.089951,0.475908,-0.094135,-0.079903
-0.091198,-0.087984,0.475911,-0.091198,-0.075439
-0.088200,-0.084263,0.475911,-0.088200,-0.073261
-0.085143,-0.083654,0.475910,-0.085143,-0.068292
-0.082030,-0.080458,0.475910,-0.082030,-0.063894
-0.078861,-0.077930,0.475909,-0.078861,-0.060446
-0.075641,-0.074690,0.475909,-0.075641,-0.060710
-0.072370,-0.072289,0.475909,-0.072370,-0.055379
-0.069051,-0.069379,0.475909,-0.069051,-0.052844
-0.065686,-0.068658,0.475912,-0.065686,-0.049578
-0.062279,-0.062301,0.475912,-0.062279,-0.046909
-0.058830,-0.055873,0.475903,-0.058830,-0.043837
-0.055342,-0.054067,0.475903,-0.055342,-0.038407
-0.051818,-0.049990,0.475901,-0.051818,-0.037421
-0.048260,-0.046323,0.475901,-0.048260,-0.035782
-0.044670,-0.042217,0.475894,-0.044670,-0.033412
-0.041051,-0.039330,0.475894,-0.041051,-0.030446
-0.037405,-0.034710,0.475880,-0.037405,-0.027050
-0.033735,-0.031500,0.475880,-0.033735,-0.022562
-0.030042,-0.026166,0.475858,-0.030042,-0.018591
-0.026330,-0.024939,0.475858,-0.026330,-0.014766
-0.022601,-0.019903,0.475840,-0.022601,-0.012629
-0.018856,-0.015456,0.475840,-0.018856,-0.008906
-0.015100,-0.011628,0.475817,-0.015100,-0.004840
-0.011334,-0.006990,0.475817,-0.011334,0.000201
-0.007560,-0.003344,0.475783,-0.007560,0.005198
-0.003781,0.001732,0.475783,-0.003781,0.009077
-0.000000,0.007965,0.475718,-0.000000,0.013157
0.003781,0.011180,0.475718,0.003781,0.017244
0.007560,0.015257,0.475664,0.007560,0.021447
0.011334,0.017283,0.475664,0.011334,0.025633
0.015100,0.020657,0.475635,0.015100,0.028819
0.018856,0.024212,0.475635,0.018856,0.032450
0.022601,0.027713,0.475620,0.022601,0.036520
0.026330,0.032163,0.475620,0.026330,0.038405
0.030042,0.035878,0.475608,0.030042,0.040746
0.033735,0.039675,0.475608,0.033735,0.043331
0.037405,0.042350,0.475609,0.037405,0.046378
0.041051,0.045355,0.475609,0.041051,0.050685
0.044670,0.048914,0.475616,0.044670,0.053235
0.048260,0.056187,0.475616,0.048260,0.057218
0.051818,0.059523,0.475618,0.051818,0.062155
0.055342,0.066567,0.475618,0.055342,0.066895
0.058830,0.071548,0.475599,0.058830,0.070204
0.062279,0.073929,0.475599,0.062279,0.074053
0.065686,0.078641,0.475563,0.065686,0.078095
0.069051,0.081369,0.475563,0.069051,0.082538
0.072370,0.084857,0.475517,0.072370,0.086652
0.075641,0.089024,0.475517,0.075641,0.088836
0.078861,0.095151,0.475440,0.078861,0.091820
0.082030,0.099189,0.475440,0.082030,0.093863
0.085143,0.101233,0.475359,0.085143,0.095222
0.088200,0.104049,0.475359,0.088200,0.094760
0.091198,0.107845,0.475266,0.091198,0.093673
0.094135,0.110356,0.475266,0.094135,0.093404
0.097009,0.112437,0.475155,0.097009,0.093987
0.099818,0.113404,0.475155,0.099818,0.093928
0.102559,0.114632,0.475044,0.102559,0.094088
0.105231,0.114806,0.475044,0.105231,0.093691
0.107832,0.115042,0.474992,0.107832,0.092433
0.110360,0.113913,0.474992,0.110360,0.092687
0.112812,0.114386,0.474980,0.112812,0.090270
0.115188,0.113560,0.474980,0.115188,0.092748
0.117484,0.118765,0.474977,0.117484,0.101117
0.119700,0.122347,0.474977,0.119700,0.106587
0.121834,0.125110,0.474985,0.121834,0.111515
0.123883,0.126647,0.474985,0.123883,0.118712
0.125846,0.126496,0.474989,0.125846,0.122359
0.127722,0.128374,0.474989,0.127722,0.127191
0.129509,0.133345,0.475015,0.129509,0.131816
0.131204,0.134170,0.475015,0.131204,0.133801
0.132807,0.135230,0.475037,0.132807,0.138920
0.134317,0.136557,0.475037,0.134317,0.140633
0.135731,0.138168,0.475055,0.135731,0.142595
0.137048,0.138716,0.475055,0.137048,0.143859
0.138267,0.140483,0.475069,0.138267,0.143078
0.139386,0.141660,0.475069,0.139386,0.144602
0.140404,0.141516,0.475076,0.140404,0.143230
0.141321,0.141395,0.475076,0.141321,0.144260
0.142133,0.143048,0.475082,0.142133,0.143277
0.142842,0.142775,0.475082,0.142842,0.143061
0.143444,0.142788,0.475077,0.143444,0.144059
0.143940,0.141745,0.475077,0.143940,0.144401
0.144328,0.140490,0.475045,0.144328,0.142804
0.144608,0.139405,0.475045,0.144608,0.143520
0.144777,0.140236,0.475007,0.144777,0.141458
0.144836,0.140422,0.475007,0.144836,0.140983
0.144784,0.140140,0.474974,0.144784,0.138370
0.144619,0.139982,0.474974,0.144619,0.137211
0.144341,0.138497,0.474931,0.144341,0.135128
0.143950,0.137427,0.474931,0.143950,0.132723
0.143444,0.137030,0.474877,0.143444,0.131184
0.142823,0.138475,0.474877,0.142823,0.130979
0.142087,0.139164,0.474854,0.142087,0.128887
0.141234,0.138786,0.474854,0.141234,0.127776
0.140265,0.139430,0.474848,0.140265,0.128418
0.139179,0.137826,0.474848,0.139179,0.126550
0.137976,0.140303,0.474864,0.137976,0.124589
0.136656,0.139172,0.474864,0.136656,0.121948
0.135217,0.138926,0.474897,0.135217,0.121347
0.133661,0.136981,0.474897,0.133661,0.118769
0.131986,0.137936,0.474950,0.131986,0.118695
0.130194,0.138423,0.474950,0.130194,0.118744
0.128282,0.140199,0.475041,0.128282,0.118343
0.126253,0.136582,0.475041,0.126253,0.118690
0.124105,0.137674,0.475148,0.124105,0.120183
0.121840,0.135459,0.475148,0.121840,0.121780
0.119456,0.135144,0.475257,0.119456,0.122847
0.116954,0.124803,0.475257,0.116954,0.113999
0.114335,0.119342,0.475254,0.114335,0.110272
0.111599,0.113457,0.475254,0.111599,0.105038
0.108746,0.105048,0.475266,0.108746,0.100773
0.105776,0.101348,0.475266,0.105776,0.096633
0.102691,0.096612,0.475316,0.102691,0.093608
0.099490,0.091613,0.475316,0.099490,0.088598
0.096174,0.087576,0.475422,0.096174,0.085130
0.092743,0.083752,0.475422,0.092743,0.079759
0.089199,0.078994,0.475577,0.089199,0.079716
0.085542,0.073429,0.475577,0.085542,0.076215
0.081773,0.066656,0.475793,0.081773,0.075895
0.077892,0.062753,0.475793,0.077892,0.072421
0.073901,0.056515,0.476008,0.073901,0.070211
0.069800,0.053241,0.476008,0.069800,0.069516
0.065591,0.049287,0.476181,0.065591,0.069418
0.061273,0.045320,0.476181,0.061273,0.067719
0.056849,0.039179,0.476301,0.056849,0.063436
0.052319,0.035989,0.476301,0.052319,0.058459
0.047685,0.031445,0.476371,0.047685,0.055549
0.042947,0.027324,0.476371,0.042947,0.051562
0.038107,0.020176,0.476392,0.038107,0.047109
0.033167,0.017224,0.476392,0.033167,0.041806
0.028126,0.012575,0.476435,0.028126,0.037169
0.022988,0.007052,0.476435,0.022988,0.033378
0.017752,0.001385,0.476482,0.017752,0.027700
0.012421,-0.004458,0.476482,0.012421,0.023212
0.006996,-0.007375,0.476550,0.006996,0.017426
0.001478,-0.011773,0.476550,0.001478,0.013616
-0.004131,-0.018185,0.476623,-0.004131,0.009388
-0.009829,-0.020961,0.476623,-0.009829,0.003318
-0.015615,-0.025168,0.476693,-0.015615,-0.002758
-0.021487,-0.029714,0.476693,-0.021487,-0.009287
-0.027443,-0.034721,0.476741,-0.027443,-0.013680
-0.033483,-0.038741,0.476741,-0.033483,-0.020704
-0.039603,-0.045570,0.476774,-0.039603,-0.027465
-0.045803,-0.051323,0.476774,-0.045803,-0.033468
-0.052080,-0.058296,0.476802,-0.052080,-0.040728
-0.058433,-0.065288,0.476802,-0.058433,-0.045293
-0.064860,-0.073485,0.476829,-0.064860,-0.053396
-0.071358,-0.080152,0.476829,-0.071358,-0.061547
-0.077926,-0.087383,0.476857,-0.077926,-0.065853
-0.084562,-0.091229,0.476857,-0.084562,-0.071993
-0.091264,-0.097101,0.476880,-0.091264,-0.078119
-0.098030,-0.101378,0.476880,-0.098030,-0.084404
-0.104858,-0.104934,0.476881,-0.104858,-0.088901
-0.111746,-0.108830,0.476881,-0.111746,-0.095227
-0.118691,-0.119287,0.476884,-0.118691,-0.111588
-0.125692,-0.127114,0.476884,-0.125692,-0.126149
-0.132746,-0.132693,0.476884,-0.132746,-0.133177
-0.139852,-0.139387,0.476884,-0.139852,-0.141423
-0.147007,-0.145461,0.476869,-0.147007,-0.149643
-0.154209,-0.152626,0.476869,-0.154209,-0.157415
-0.161455,-0.160107,0.476858,-0.161455,-0.164713
-0.168744,-0.165501,0.476858,-0.168744,-0.171733
-0.176074,-0.172966,0.476840,-0.176074,-0.175844
-0.183441,-0.178225,0.476840,-0.183441,-0.180292
-0.190844,-0.181697,0.476795,-0.190844,-0.183650
-0.198281,-0.197038,0.476795,-0.198281,-0.193612
-0.205748,-0.209973,0.476823,-0.205748,-0.201019
-0.213245,-0.218659,0.476823,-0.213245,-0.210290
-0.220768,-0.229568,0.476881,-0.220768,-0.219054
-0.228316,-0.239086,0.476881,-0.228316,-0.224356
-0.235885,-0.248571,0.476962,-0.235885,-0.232743
-0.243474,-0.258558,0.476962,-0.243474,-0.240341
-0.251080,-0.268832,0.477053,-0.251080,-0.247490
-0.258701,-0.276134,0.477053,-0.258701,-0.257427
-0.266335,-0.279535,0.477112,-0.266335,-0.260672
-0.273978,-0.286949,0.477112,-0.273978,-0.271289
-0.281630,-0.294131,0.477238,-0.281630,-0.279188
-0.289287,-0.303402,0.477238,-0.289287,-0.288815
-0.296948,-0.312673,0.477391,-0.296948,-0.296763
-0.304609,-0.320210,0.477391,-0.304609,-0.305817
-0.312269,-0.331797,0.477525,-0.312269,-0.311542
-0.319925,-0.339043,0.477525,-0.319925,-0.317625
-0.327574,-0.349142,0.477589,-0.327574,-0.323735
-0.335215,-0.354572,0.477589,-0.335215,-0.328923
-0.342846,-0.364460,0.477597,-0.342846,-0.331400
-0.350463,-0.368478,0.477597,-0.350463,-0.331531
-0.358065,-0.380429,0.477621,-0.358065,-0.342758
-0.365649,-0.391106,0.477621,-0.365649,-0.352987
-0.373213,-0.401006,0.477711,-0.373213,-0.360589
-0.380755,-0.406387,0.477711,-0.380755,-0.367563
-0.388273,-0.411426,0.477861,-0.388273,-0.375984
-0.395764,-0.415425,0.477861,-0.395764,-0.385539
-0.403226,-0.421760,0.478050,-0.403226,-0.394029
-0.410657,-0.427937,0.478050,-0.410657,-0.403511
-0.418054,-0.434090,0.478196,-0.418054,-0.410936
-0.425416,-0.438363,0.478196,-0.425416,-0.414103
-0.432741,-0.449810,0.478328,-0.432741,-0.424216
-0.440025,-0.457870,0.478328,-0.440025,-0.435229
-0.447268,-0.468237,0.478429,-0.447268,-0.444768
-0.454468,-0.471755,0.478429,-0.454468,-0.452944
-0.461621,-0.477146,0.478522,-0.461621,-0.461505
-0.468726,-0.483498,0.478522,-0.468726,-0.466204
-0.475781,-0.487432,0.478589,-0.475781,-0.474598
-0.482785,-0.492007,0.478589,-0.482785,-0.476495
-0.489734,-0.495362,0.478615,-0.489734,-0.481564
-0.496628,-0.498065,0.478615,-0.496628,-0.485315
-0.503464,-0.500319,0.478610,-0.503464,-0.488605
-0.510241,-0.510023,0.478610,-0.510241,-0.500070
-0.516956,-0.519743,0.478623,-0.516956,-0.509256
-0.523608,-0.527209,0.478623,-0.523608,-0.515408
-0.530195,-0.534495,0.478641,-0.530195,-0.524896
-0.536715,-0.539675,0.478641,-0.536715,-0.531274
-0.543168,-0.545254,0.478647,-0.543168,-0.540368
-0.549550,-0.550175,0.478647,-0.549550,-0.544053
-0.555860,-0.557578,0.478646,-0.555860,-0.548880
-0.562098,-0.562537,0.478646,-0.562098,-0.553175
-0.568260,-0.566053,0.478652,-0.568260,-0.555830
-0.574347,-0.569486,0.478652,-0.574347,-0.558589
-0.580356,-0.571908,0.478690,-0.580356,-0.564204
-0.586285,-0.583513,0.478690,-0.586285,-0.573522
-0.592134,-0.591285,0.478691,-0.592134,-0.585099
-0.597901,-0.600979,0.478691,-0.597901,-0.594407
-0.603585,-0.608394,0.478690,-0.603585,-0.600508
-0.609184,-0.612641,0.478690,-0.609184,-0.608804
-0.614698,-0.617317,0.478699,-0.614698,-0.616079
-0.620124,-0.622201,0.478699,-0.620124,-0.619554
-0.625463,-0.627402,0.478707,-0.625463,-0.623303
-0.630712,-0.631532,0.478707,-0.630712,-0.628113
-0.635871,-0.634980,0.478703,-0.635871,-0.631634
-0.640939,-0.637674,0.478703,-0.640939,-0.634476
-0.645915,-0.639243,0.478673,-0.645915,-0.637682
-0.650798,-0.643643,0.478673,-0.650798,-0.638777
-0.655586,-0.645081,0.478647,-0.655586,-0.638839
-0.660280,-0.649675,0.478647,-0.660280,-0.640044
-0.664878,-0.660885,0.478645,-0.664878,-0.652475
-0.669380,-0.669904,0.478645,-0.669380,-0.658740
-0.673785,-0.676955,0.478652,-0.673785,-0.666039
-0.678092,-0.682994,0.478652,-0.678092,-0.673100
-0.682301,-0.689517,0.478684,-0.682301,-0.679008
-0.686411,-0.693978,0.478684,-0.686411,-0.684877
-0.690422,-0.698958,0.478724,-0.690422,-0.689521
-0.694333,-0.703802,0.478724,-0.694333,-0.695047
-0.698144,-0.710717,0.478768,-0.698144,-0.697839
-0.701855,-0.712494,0.478768,-0.701855,-0.700290
-0.705465,-0.718581,0.478783,-0.705465,-0.702519
-0.708973,-0.719746,0.478783,-0.708973,-0.704606
-0.712381,-0.722802,0.478788,-0.712381,-0.703363
-0.715686,-0.725761,0.478788,-0.715686,-0.704132
-0.718891,-0.727193,0.478772,-0.718891,-0.704567
-0.721994,-0.727265,0.478772,-0.721994,-0.707541
-0.724995,-0.729906,0.478750,-0.724995,-0.709383
-0.727895,-0.730977,0.478750,-0.727895,-0.708226
-0.730693,-0.731000,0.478747,-0.730693,-0.707945
-0.733391,-0.732399,0.478747,-0.733391,-0.708015
-0.735987,-0.733527,0.478770,-0.735987,-0.706756
-0.738482,-0.732942,0.478770,-0.738482,-0.702562
-0.740876,-0.730011,0.478861,-0.740876,-0.702229
-0.743171,-0.739114,0.478861,-0.743171,-0.706831
-0.745365,-0.743575,0.478872,-0.745365,-0.713495
-0.747460,-0.747574,0.478872,-0.747460,-0.719055
-0.749457,-0.752770,0.478852,-0.749457,-0.724420
-0.751354,-0.758313,0.478852,-0.751354,-0.730138
-0.753154,-0.762155,0.478803,-0.753154,-0.733579
-0.754857,-0.764508,0.478803,-0.754857,-0.736705
-0.756463,-0.766635,0.478779,-0.756463,-0.737884
-0.757974,-0.771354,0.478779,-0.757974,-0.745230
-0.759389,-0.772940,0.478750,-0.759389,-0.748121
-0.760711,-0.771365,0.478750,-0.760711,-0.753065
-0.761938,-0.773291,0.478744,-0.761938,-0.756824
-0.763074,-0.773668,0.478744,-0.763074,-0.760022
-0.764118,-0.773290,0.478752,-0.764118,-0.762989
-0.765071,-0.773654,0.478752,-0.765071,-0.766179
-0.765935,-0.774959,0.478752,-0.765935,-0.769367
-0.766710,-0.774646,0.478752,-0.766710,-0.770516
-0.767398,-0.773658,0.478756,-0.767398,-0.772756
-0.768000,-0.772173,0.478756,-0.768000,-0.774022
-0.768517,-0.770710,0.478760,-0.768517,-0.772241
-0.768950,-0.767327,0.478760,-0.768950,-0.773754
-0.769300,-0.768212,0.478759,-0.769300,-0.774561
-0.769570,-0.768718,0.478759,-0.769570,-0.774058
-0.769760,-0.768385,0.478759,-0.769760,-0.773776
-0.769871,-0.767740,0.478759,-0.769871,-0.772231
-0.769905,-0.766825,0.478754,-0.769905,-0.770967
-0.769864,-0.766649,0.478754,-0.769864,-0.771933
-0.769749,-0.766845,0.478746,-0.769749,-0.771352
-0.769562,-0.767049,0.478746,-0.769562,-0.769249
