ft,zt,wo_len,ft2,zpt
-0.751951,-0.764402,0.374531,-0.751951,-0.753430
-0.750620,-0.764066,0.374531,-0.750620,-0.751567
-0.749260,-0.764260,0.374599,-0.749260,-0.750648
-0.747873,-0.763291,0.374599,-0.747873,-0.750547
-0.746460,-0.763401,0.374696,-0.746460,-0.749069
-0.745025,-0.760944,0.374696,-0.745025,-0.748799
-0.743569,-0.762952,0.374836,-0.743569,-0.747702
-0.742094,-0.753312,0.374836,-0.742094,-0.741802
-0.740603,-0.746767,0.374885,-0.740603,-0.738140
-0.739098,-0.741435,0.374885,-0.739098,-0.735900
-0.737581,-0.736100,0.374875,-0.737581,-0.732956
-0.736053,-0.730269,0.374875,-0.736053,-0.728384
-0.734518,-0.725350,0.374823,-0.734518,-0.725043
-0.732978,-0.721845,0.374823,-0.732978,-0.723849
-0.731434,-0.719035,0.374787,-0.731434,-0.723604
-0.729889,-0.716113,0.374787,-0.729889,-0.720453
-0.728345,-0.712625,0.374785,-0.728345,-0.718409
-0.726804,-0.710822,0.374785,-0.726804,-0.716675
-0.725268,-0.707537,0.374776,-0.725268,-0.717701
-0.723740,-0.706059,0.374776,-0.723740,-0.717094
-0.722222,-0.705156,0.374796,-0.722222,-0.717605
-0.720716,-0.706207,0.374796,-0.720716,-0.713055
-0.719224,-0.705832,0.374839,-0.719224,-0.710628
-0.717748,-0.708438,0.374839,-0.717748,-0.708274
-0.716290,-0.709789,0.374881,-0.716290,-0.708358
-0.714852,-0.710572,0.374881,-0.714852,-0.706965
-0.713437,-0.711027,0.374900,-0.713437,-0.706118
-0.712047,-0.710628,0.374900,-0.712047,-0.705052
-0.710684,-0.711084,0.374897,-0.710684,-0.705202
-0.709349,-0.711096,0.374897,-0.709349,-0.704128
-0.708045,-0.710238,0.374886,-0.708045,-0.701248
-0.706774,-0.710600,0.374886,-0.706774,-0.699530
-0.705538,-0.709716,0.374871,-0.705538,-0.697627
-0.704339,-0.707331,0.374871,-0.704339,-0.694835
-0.703178,-0.707024,0.374867,-0.703178,-0.694149
-0.702058,-0.705792,0.374867,-0.702058,-0.694657
-0.700981,-0.705839,0.374877,-0.700981,-0.694126
-0.699949,-0.707109,0.374877,-0.699949,-0.694590
-0.698963,-0.707310,0.374903,-0.698963,-0.695217
-0.698025,-0.708621,0.374903,-0.698025,-0.693955
-0.697138,-0.708149,0.374944,-0.697138,-0.694078
-0.696302,-0.706861,0.374944,-0.696302,-0.695033
-0.695520,-0.707144,0.375008,-0.695520,-0.695823
-0.694793,-0.706495,0.375008,-0.694793,-0.697090
-0.694124,-0.706130,0.375091,-0.694124,-0.696205
-0.693513,-0.704000,0.375091,-0.693513,-0.694803
-0.692963,-0.702897,0.375166,-0.692963,-0.692892
-0.692475,-0.703047,0.375166,-0.692475,-0.691731
-0.692051,-0.702653,0.375247,-0.692051,-0.690238
-0.691691,-0.701862,0.375247,-0.691691,-0.689722
-0.691398,-0.702761,0.375330,-0.691398,-0.688732
-0.691174,-0.702577,0.375330,-0.691174,-0.688583
-0.691018,-0.703308,0.375416,-0.691018,-0.687802
-0.690934,-0.702674,0.375416,-0.690934,-0.689767
-0.690922,-0.702286,0.375486,-0.690922,-0.689081
-0.690983,-0.701488,0.375486,-0.690983,-0.688482
-0.691120,-0.701202,0.375565,-0.691120,-0.690888
-0.691332,-0.699910,0.375565,-0.691332,-0.692188
-0.691621,-0.700546,0.375635,-0.691621,-0.692548
-0.691989,-0.698523,0.375635,-0.691989,-0.693949
-0.692436,-0.699750,0.375693,-0.692436,-0.694967
-0.692964,-0.700253,0.375693,-0.692964,-0.695914
-0.693573,-0.700239,0.375743,-0.693573,-0.697149
-0.694264,-0.699947,0.375743,-0.694264,-0.697613
-0.695039,-0.700079,0.375781,-0.695039,-0.700027
-0.695897,-0.699858,0.375781,-0.695897,-0.702661
-0.696841,-0.700809,0.375808,-0.696841,-0.703836
-0.697870,-0.701878,0.375808,-0.697870,-0.705045
-0.698986,-0.701383,0.375821,-0.698986,-0.704873
-0.700189,-0.703253,0.375821,-0.700189,-0.705942
-0.701480,-0.704052,0.375834,-0.701480,-0.707942
-0.702858,-0.703585,0.375834,-0.702858,-0.709807
-0.704326,-0.704514,0.375835,-0.704326,-0.710392
-0.705883,-0.705819,0.375835,-0.705883,-0.712299
-0.707529,-0.707498,0.375835,-0.707529,-0.711984
-0.709265,-0.708347,0.375835,-0.709265,-0.713116
-0.711092,-0.708672,0.375828,-0.711092,-0.715687
-0.713008,-0.708062,0.375828,-0.713008,-0.717665
-0.715016,-0.707755,0.375804,-0.715016,-0.717940
-0.717115,-0.707582,0.375804,-0.717115,-0.718037
-0.719304,-0.709627,0.375774,-0.719304,-0.719634
-0.721584,-0.710711,0.375774,-0.721584,-0.721204
-0.723955,-0.710536,0.375748,-0.723955,-0.720187
-0.726417,-0.711591,0.375748,-0.726417,-0.722210
-0.728970,-0.711933,0.375727,-0.728970,-0.722164
-0.731613,-0.713236,0.375727,-0.731613,-0.724943
-0.734347,-0.713640,0.375741,-0.734347,-0.725318
-0.737170,-0.716644,0.375741,-0.737170,-0.726460
-0.740084,-0.716054,0.375819,-0.740084,-0.729025
-0.743086,-0.726423,0.375819,-0.743086,-0.739344
-0.746177,-0.731986,0.375854,-0.746177,-0.746278
-0.749356,-0.737948,0.375854,-0.749356,-0.753014
-0.752623,-0.742438,0.375891,-0.752623,-0.757482
-0.755977,-0.747832,0.375891,-0.755977,-0.763414
-0.759417,-0.753743,0.375915,-0.759417,-0.767571
-0.762943,-0.758872,0.375915,-0.762943,-0.771796
-0.766554,-0.763170,0.375931,-0.766554,-0.776262
-0.770248,-0.766809,0.375931,-0.770248,-0.778075
-0.774026,-0.771279,0.375944,-0.774026,-0.781640
-0.777886,-0.774474,0.375944,-0.777886,-0.782198
-0.781827,-0.776630,0.375982,-0.781827,-0.782998
-0.785848,-0.780319,0.375982,-0.785848,-0.784311
-0.789947,-0.782340,0.376059,-0.789947,-0.784717
-0.794125,-0.784699,0.376059,-0.794125,-0.785705
-0.798379,-0.784759,0.376224,-0.798379,-0.785987
-0.802708,-0.788094,0.376224,-0.802708,-0.784471
-0.807111,-0.787793,0.376493,-0.807111,-0.784611
-0.811587,-0.791007,0.376493,-0.811587,-0.783369
-0.816133,-0.790920,0.376897,-0.816133,-0.783172
-0.820750,-0.802248,0.376897,-0.820750,-0.793207
-0.825434,-0.809597,0.377132,-0.825434,-0.801774
-0.830185,-0.816640,0.377132,-0.830185,-0.811385
-0.835000,-0.826178,0.377251,-0.835000,-0.821098
-0.839879,-0.833901,0.377251,-0.839879,-0.830139
-0.844819,-0.840833,0.377298,-0.844819,-0.839515
-0.849819,-0.847860,0.377298,-0.849819,-0.846114
-0.854877,-0.854563,0.377301,-0.854877,-0.855011
-0.859991,-0.859420,0.377301,-0.859991,-0.864064
-0.865158,-0.864319,0.377307,-0.865158,-0.870491
-0.870378,-0.868018,0.377307,-0.870378,-0.873265
-0.875648,-0.870042,0.377345,-0.875648,-0.878303
-0.880966,-0.872290,0.377345,-0.880966,-0.879828
-0.886329,-0.874525,0.377430,-0.886329,-0.881592
-0.891737,-0.878020,0.377430,-0.891737,-0.884196
-0.897186,-0.878908,0.377587,-0.897186,-0.885179
-0.902675,-0.890039,0.377587,-0.902675,-0.894935
-0.908200,-0.898128,0.377643,-0.908200,-0.902408
-0.913761,-0.904539,0.377643,-0.913761,-0.906686
-0.919354,-0.913099,0.377668,-0.919354,-0.913315
-0.924977,-0.922369,0.377668,-0.924977,-0.920881
-0.930627,-0.928023,0.377673,-0.930627,-0.925884
-0.936303,-0.935420,0.377673,-0.936303,-0.933593
-0.942002,-0.944026,0.377671,-0.942002,-0.938147
-0.947721,-0.950413,0.377671,-0.947721,-0.944362
-0.953458,-0.955068,0.377671,-0.953458,-0.948628
-0.959210,-0.958900,0.377671,-0.959210,-0.952023
-0.964974,-0.963360,0.377673,-0.964974,-0.955965
-0.970748,-0.966982,0.377673,-0.970748,-0.958253
-0.976530,-0.971160,0.377684,-0.976530,-0.960357
-0.982316,-0.982050,0.377684,-0.982316,-0.973219
-0.988104,-0.991780,0.377688,-0.988104,-0.982396
-0.993891,-0.995335,0.377688,-0.993891,-0.989605
-0.999674,-1.002961,0.377698,-0.999674,-0.997537
-1.005450,-1.010306,0.377698,-1.005450,-1.004721
-1.011218,-1.016417,0.377716,-1.011218,-1.010257
-1.016973,-1.021153,0.377716,-1.016973,-1.014052
-1.022713,-1.029192,0.377737,-1.022713,-1.020404
-1.028435,-1.031751,0.377737,-1.028435,-1.024605
-1.034136,-1.038294,0.377752,-1.034136,-1.030353
-1.039814,-1.042048,0.377752,-1.039814,-1.032732
-1.045465,-1.044582,0.377751,-1.045465,-1.035317
-1.051087,-1.046429,0.377751,-1.051087,-1.039633
-1.056676,-1.058190,0.377754,-1.056676,-1.049550
-1.062229,-1.066926,0.377754,-1.062229,-1.058058
-1.067744,-1.074924,0.377766,-1.067744,-1.064591
-1.073217,-1.081091,0.377766,-1.073217,-1.072221
-1.078646,-1.088033,0.377797,-1.078646,-1.078659
-1.084028,-1.093268,0.377797,-1.084028,-1.088044
-1.089359,-1.102148,0.377822,-1.089359,-1.095466
-1.094636,-1.107133,0.377822,-1.094636,-1.101691
-1.099857,-1.113872,0.377831,-1.099857,-1.105214
-1.105019,-1.117560,0.377831,-1.105019,-1.113534
-1.110118,-1.119849,0.377831,-1.110118,-1.116765
-1.115151,-1.120757,0.377831,-1.115151,-1.120327
-1.120116,-1.123229,0.377826,-1.120116,-1.120516
-1.125009,-1.124317,0.377826,-1.125009,-1.121185
-1.129828,-1.125267,0.377841,-1.129828,-1.122871
-1.134569,-1.132230,0.377841,-1.134569,-1.131518
-1.139230,-1.140242,0.377840,-1.139230,-1.140368
-1.143806,-1.144547,0.377840,-1.143806,-1.144526
-1.148297,-1.149897,0.377841,-1.148297,-1.150763
-1.152698,-1.157458,0.377841,-1.152698,-1.157359
-1.157006,-1.162490,0.377841,-1.157006,-1.163882
-1.161219,-1.166215,0.377841,-1.161219,-1.167383
-1.165334,-1.172650,0.377842,-1.165334,-1.173768
-1.169347,-1.173786,0.377842,-1.169347,-1.178531
-1.173256,-1.177669,0.377843,-1.173256,-1.183279
-1.177058,-1.178518,0.377843,-1.177058,-1.184225
-1.180751,-1.180644,0.377843,-1.180751,-1.186622
-1.184330,-1.182686,0.377843,-1.184330,-1.187803
-1.187794,-1.183683,0.377864,-1.187794,-1.189165
-1.191140,-1.185297,0.377864,-1.191140,-1.191807
-1.194364,-1.187024,0.377912,-1.194364,-1.193614
-1.197465,-1.188297,0.377912,-1.197465,-1.194652
-1.200439,-1.187225,0.378016,-1.200439,-1.195349
-1.203284,-1.189038,0.378016,-1.203284,-1.195488
-1.205997,-1.188182,0.378187,-1.205997,-1.197289
-1.208575,-1.188070,0.378187,-1.208575,-1.196882
-1.211017,-1.193366,0.378310,-1.211017,-1.207823
-1.213318,-1.200433,0.378310,-1.213318,-1.207955
-1.215478,-1.199895,0.378359,-1.215478,-1.213147
-1.217492,-1.205855,0.378359,-1.217492,-1.217698
-1.219360,-1.210410,0.378375,-1.219360,-1.221840
-1.221077,-1.215216,0.378375,-1.221077,-1.223124
-1.222643,-1.217836,0.378383,-1.222643,-1.225526
-1.224055,-1.220186,0.378383,-1.224055,-1.229149
-1.225310,-1.220763,0.378379,-1.225310,-1.231149
-1.226406,-1.223100,0.378379,-1.226406,-1.231615
-1.227340,-1.222271,0.378368,-1.227340,-1.234380
-1.228112,-1.221143,0.378368,-1.228112,-1.234467
-1.228718,-1.219911,0.378324,-1.228718,-1.234736
-1.229156,-1.218719,0.378324,-1.229156,-1.236072
-1.229425,-1.217539,0.378235,-1.229425,-1.234673
-1.229523,-1.216788,0.378235,-1.229523,-1.232982
-1.229446,-1.215484,0.378105,-1.229446,-1.233400
-1.229195,-1.215467,0.378105,-1.229195,-1.232454
-1.228766,-1.213631,0.377960,-1.228766,-1.232042
-1.228158,-1.213692,0.377960,-1.228158,-1.229289
-1.227369,-1.213504,0.377846,-1.227369,-1.229257
-1.226398,-1.215089,0.377846,-1.226398,-1.228407
-1.225243,-1.215578,0.377796,-1.225243,-1.229347
-1.223901,-1.215801,0.377796,-1.223901,-1.227814
-1.222373,-1.214862,0.377768,-1.222373,-1.227426
-1.220656,-1.215780,0.377768,-1.220656,-1.229352
-1.218749,-1.216106,0.377763,-1.218749,-1.229361
-1.216650,-1.215890,0.377763,-1.216650,-1.227147
-1.214359,-1.215753,0.377765,-1.214359,-1.226864
-1.211873,-1.215214,0.377765,-1.211873,-1.226567
-1.209192,-1.207705,0.377766,-1.209192,-1.218100
-1.206315,-1.200941,0.377766,-1.206315,-1.209037
-1.203241,-1.196507,0.377766,-1.203241,-1.205483
-1.199968,-1.193064,0.377766,-1.199968,-1.199712
-1.196495,-1.186964,0.377778,-1.196495,-1.195141
-1.192823,-1.182893,0.377778,-1.192823,-1.188289
-1.188949,-1.179017,0.377812,-1.188949,-1.185510
-1.184874,-1.174504,0.377812,-1.184874,-1.181075
-1.180596,-1.168918,0.377849,-1.180596,-1.176458
-1.176115,-1.164488,0.377849,-1.176115,-1.171030
-1.171430,-1.160858,0.377873,-1.171430,-1.167789
-1.166542,-1.157405,0.377873,-1.166542,-1.164706
-1.161448,-1.154398,0.377885,-1.161448,-1.162187
-1.156150,-1.152337,0.377885,-1.156150,-1.160018
-1.150646,-1.147864,0.377885,-1.150646,-1.157328
-1.144937,-1.146645,0.377885,-1.144937,-1.155082
-1.139023,-1.144012,0.377888,-1.139023,-1.152597
-1.132902,-1.141752,0.377888,-1.132902,-1.150990
-1.126576,-1.133984,0.377900,-1.126576,-1.142714
-1.120044,-1.126456,0.377900,-1.120044,-1.134621
-1.113307,-1.117879,0.377915,-1.113307,-1.128062
-1.106364,-1.111506,0.377915,-1.106364,-1.119975
-1.099216,-1.102200,0.377928,-1.099216,-1.113391
-1.091863,-1.094392,0.377928,-1.091863,-1.106009
-1.084305,-1.087208,0.377947,-1.084305,-1.099171
-1.076543,-1.078611,0.377947,-1.076543,-1.091359
-1.068578,-1.070957,0.377967,-1.068578,-1.082721
-1.060410,-1.065242,0.377967,-1.060410,-1.076051
-1.052040,-1.055058,0.377991,-1.052040,-1.063799
-1.043467,-1.044741,0.377991,-1.043467,-1.053024
-1.034694,-1.032652,0.377976,-1.034694,-1.042924
-1.025721,-1.026364,0.377976,-1.025721,-1.030055
-1.016549,-1.017415,0.377981,-1.016549,-1.022366
-1.007179,-1.008539,0.377981,-1.007179,-1.015336
-0.997612,-1.000326,0.377993,-0.997612,-1.006780
-0.987849,-0.992751,0.377993,-0.987849,-0.998646
-0.977891,-0.983819,0.378020,-0.977891,-0.992709
-0.967740,-0.969622,0.378020,-0.967740,-0.977810
-0.957396,-0.957437,0.378020,-0.957396,-0.964913
-0.946862,-0.945456,0.378020,-0.946862,-0.953640
-0.936139,-0.936231,0.378020,-0.936139,-0.941611
-0.925227,-0.926127,0.378020,-0.925227,-0.929291
-0.914129,-0.916572,0.378025,-0.914129,-0.920420
-0.902847,-0.908334,0.378025,-0.902847,-0.908754
-0.891382,-0.894673,0.378021,-0.891382,-0.892612
-0.879735,-0.880579,0.378021,-0.879735,-0.876788
-0.867910,-0.870278,0.378015,-0.867910,-0.864130
-0.855906,-0.859952,0.378015,-0.855906,-0.853964
-0.843728,-0.849431,0.378011,-0.843728,-0.845220
-0.831376,-0.836553,0.378011,-0.831376,-0.837837
-0.818852,-0.820062,0.378011,-0.818852,-0.820384
-0.806159,-0.805033,0.378011,-0.806159,-0.802939
-0.793299,-0.790867,0.378011,-0.793299,-0.790103
-0.780274,-0.778935,0.378011,-0.780274,-0.774882
-0.767087,-0.766455,0.378010,-0.767087,-0.764256
-0.753740,-0.757019,0.378010,-0.753740,-0.751019
-0.740234,-0.740316,0.378010,-0.740234,-0.732359
-0.726574,-0.725881,0.378010,-0.726574,-0.716191
-0.712760,-0.712259,0.378009,-0.712760,-0.704839
-0.698797,-0.700216,0.378009,-0.698797,-0.690622
-0.684686,-0.690359,0.378028,-0.684686,-0.680704
-0.670430,-0.682206,0.378028,-0.670430,-0.674307
-0.656031,-0.665739,0.378045,-0.656031,-0.654296
-0.641494,-0.650014,0.378045,-0.641494,-0.639940
-0.626819,-0.637508,0.378071,-0.626819,-0.625534
-0.612012,-0.620517,0.378071,-0.612012,-0.609605
-0.597073,-0.609950,0.378143,-0.597073,-0.599824
-0.582007,-0.590728,0.378143,-0.582007,-0.580324
-0.566815,-0.573063,0.378169,-0.566815,-0.561908
-0.551503,-0.558047,0.378169,-0.551503,-0.547873
-0.536071,-0.542803,0.378202,-0.536071,-0.533461
-0.520524,-0.531333,0.378202,-0.520524,-0.523730
-0.504865,-0.511149,0.378220,-0.504865,-0.503681
-0.489097,-0.491290,0.378220,-0.489097,-0.484158
-0.473223,-0.474494,0.378223,-0.473223,-0.468970
-0.457246,-0.458796,0.378223,-0.457246,-0.451887
-0.441170,-0.444700,0.378236,-0.441170,-0.439538
-0.424999,-0.425236,0.378236,-0.424999,-0.419300
-0.408735,-0.406585,0.378233,-0.408735,-0.401101
-0.392382,-0.391102,0.378233,-0.392382,-0.387189
-0.375943,-0.378005,0.378232,-0.375943,-0.375361
-0.359423,-0.364276,0.378232,-0.359423,-0.360906
-0.342824,-0.342878,0.378232,-0.342824,-0.339292
-0.326150,-0.325591,0.378232,-0.326150,-0.322248
-0.309405,-0.309067,0.378233,-0.309405,-0.305998
-0.292592,-0.294447,0.378233,-0.292592,-0.293654
-0.275715,-0.282172,0.378223,-0.275715,-0.280104
-0.258778,-0.260518,0.378223,-0.258778,-0.258571
-0.241783,-0.242346,0.378220,-0.241783,-0.240573
-0.224736,-0.228615,0.378220,-0.224736,-0.228177
-0.207639,-0.212826,0.378194,-0.207639,-0.213605
-0.190497,-0.190143,0.378194,-0.190497,-0.192862
-0.173313,-0.169633,0.378237,-0.173313,-0.171605
-0.156091,-0.151218,0.378237,-0.156091,-0.154413
-0.138834,-0.134829,0.378299,-0.138834,-0.141125
-0.121547,-0.119045,0.378299,-0.121547,-0.124234
-0.104233,-0.097250,0.378441,-0.104233,-0.102315
-0.086896,-0.075648,0.378441,-0.086896,-0.081857
-0.069540,-0.054790,0.378773,-0.069540,-0.061876
-0.052168,-0.037419,0.378773,-0.052168,-0.043850
-0.034785,-0.019935,0.379074,-0.034785,-0.025617
-0.017394,-0.008018,0.379074,-0.017394,-0.007731
-0.000000,0.007058,0.379183,-0.000000,0.008213
0.017394,0.021546,0.379183,0.017394,0.025813
0.034785,0.033057,0.379170,0.034785,0.038866
0.052168,0.048813,0.379170,0.052168,0.055684
0.069540,0.059998,0.379200,0.069540,0.068550
0.086896,0.075164,0.379200,0.086896,0.084450
0.104233,0.085360,0.379504,0.104233,0.096782
0.121547,0.105442,0.379504,0.121547,0.114526
0.138834,0.121448,0.379834,0.138834,0.128040
0.156091,0.137599,0.379834,0.156091,0.141057
0.173313,0.151480,0.380315,0.173313,0.153571
0.190497,0.166533,0.380315,0.190497,0.167123
0.207639,0.189216,0.380795,0.207639,0.191230
0.224736,0.212149,0.380795,0.224736,0.208080
0.241783,0.229698,0.381148,0.241783,0.223535
0.258778,0.245440,0.381148,0.258778,0.236445
0.275715,0.266758,0.381374,0.275715,0.259337
0.292592,0.286152,0.381374,0.292592,0.275594
0.309405,0.304262,0.381483,0.309405,0.291822
0.326150,0.324828,0.381483,0.326150,0.307252
0.342824,0.336246,0.381629,0.342824,0.320395
0.359423,0.357459,0.381629,0.359423,0.342641
0.375943,0.378574,0.381586,0.375943,0.365200
0.392382,0.397219,0.381586,0.392382,0.383452
0.408735,0.413359,0.381528,0.408735,0.397774
0.424999,0.429593,0.381528,0.424999,0.412096
0.441170,0.455256,0.381379,0.441170,0.430864
0.457246,0.470368,0.381379,0.457246,0.448350
0.473223,0.485807,0.381328,0.473223,0.461382
0.489097,0.500432,0.381328,0.489097,0.477140
0.504865,0.511499,0.381314,0.504865,0.490104
0.520524,0.531676,0.381314,0.520524,0.508856
0.536071,0.549414,0.381345,0.536071,0.526193
0.551503,0.564038,0.381345,0.551503,0.541410
0.566815,0.578300,0.381387,0.566815,0.554908
0.582007,0.590767,0.381387,0.582007,0.565558
0.597073,0.608035,0.381441,0.597073,0.583707
0.612012,0.625507,0.381441,0.612012,0.602229
0.626819,0.640688,0.381476,0.626819,0.615432
0.641494,0.654284,0.381476,0.641494,0.629363
0.656031,0.662928,0.381480,0.656031,0.642002
0.670430,0.682172,0.381480,0.670430,0.666319
0.684686,0.698359,0.381486,0.684686,0.680833
0.698797,0.711475,0.381486,0.698797,0.695698
0.712760,0.719477,0.381514,0.712760,0.710507
0.726574,0.731736,0.381514,0.726574,0.723599
0.740234,0.743599,0.381515,0.740234,0.738022
0.753740,0.758773,0.381515,0.753740,0.759407
0.767087,0.773743,0.381529,0.767087,0.773547
0.780274,0.781626,0.381529,0.780274,0.784656
0.793299,0.793893,0.381530,0.793299,0.794872
0.806159,0.804915,0.381530,0.806159,0.807374
0.818852,0.814491,0.381532,0.818852,0.815984
0.831376,0.830977,0.381532,0.831376,0.829761
0.843728,0.844370,0.381532,0.843728,0.845624
0.855906,0.858426,0.381532,0.855906,0.857761
0.867910,0.870977,0.381523,0.867910,0.869635
0.879735,0.879341,0.381523,0.879735,0.878992
0.891382,0.888575,0.381541,0.891382,0.891529
0.902847,0.904054,0.381541,0.902847,0.910114
0.914129,0.916304,0.381533,0.914129,0.923759
0.925227,0.928563,0.381533,0.925227,0.932393
0.936139,0.937570,0.381526,0.936139,0.943456
0.946862,0.947111,0.381526,0.946862,0.952339
0.957396,0.954961,0.381536,0.957396,0.961519
0.967740,0.962937,0.381536,0.967740,0.969212
0.977891,0.975149,0.381545,0.977891,0.979534
0.987849,0.987726,0.381545,0.987849,0.993470
0.997612,0.996541,0.381547,0.997612,1.002311
1.007179,1.006536,0.381547,1.007179,1.011435
1.016549,1.016487,0.381547,1.016549,1.017347
1.025721,1.023411,0.381547,1.025721,1.026271
1.034694,1.031519,0.381560,1.034694,1.033813
1.043467,1.038127,0.381560,1.043467,1.041838
1.052040,1.043380,0.381609,1.052040,1.047299
1.060410,1.056377,0.381609,1.060410,1.061417
1.068578,1.067785,0.381612,1.068578,1.068948
1.076543,1.075428,0.381612,1.076543,1.076217
1.084305,1.082689,0.381613,1.084305,1.085319
1.091863,1.089545,0.381613,1.091863,1.092450
1.099216,1.095021,0.381603,1.099216,1.097182
1.106364,1.100430,0.381603,1.106364,1.106299
1.113307,1.107875,0.381596,1.113307,1.112840
1.120044,1.114682,0.381596,1.120044,1.115979
1.126576,1.117988,0.381592,1.126576,1.122329
1.132902,1.131623,0.381592,1.132902,1.133896
1.139023,1.138867,0.381591,1.139023,1.139072
1.144937,1.147418,0.381591,1.144937,1.147434
1.150646,1.154163,0.381600,1.150646,1.153818
1.156150,1.162780,0.381600,1.156150,1.162951
1.161448,1.169262,0.381609,1.161448,1.170113
1.166542,1.174650,0.381609,1.166542,1.175028
1.171430,1.181525,0.381608,1.171430,1.182372
1.176115,1.185153,0.381608,1.176115,1.184244
1.180596,1.190494,0.381602,1.180596,1.187325
1.184874,1.194992,0.381602,1.184874,1.191872
1.188949,1.196643,0.381591,1.188949,1.193479
1.192823,1.198433,0.381591,1.192823,1.196722
1.196495,1.197308,0.381585,1.196495,1.197477
1.199968,1.199947,0.381585,1.199968,1.199353
1.203241,1.202904,0.381589,1.203241,1.202378
1.206315,1.204254,0.381589,1.206315,1.201448
1.209192,1.204901,0.381636,1.209192,1.202007
1.211873,1.213839,0.381636,1.211873,1.208611
1.214359,1.218584,0.381611,1.214359,1.212348
1.216650,1.221504,0.381611,1.216650,1.215521
1.218749,1.225902,0.381596,1.218749,1.219166
1.220656,1.227713,0.381596,1.220656,1.220541
1.222373,1.231687,0.381608,1.222373,1.223569
1.223901,1.232694,0.381608,1.223901,1.224796
1.225243,1.235327,0.381646,1.225243,1.224236
1.226398,1.236437,0.381646,1.226398,1.225458
1.227369,1.238845,0.381683,1.227369,1.225454
1.228158,1.238477,0.381683,1.228158,1.226925
1.228766,1.237332,0.381703,1.228766,1.227884
1.229195,1.237331,0.381703,1.229195,1.230133
1.229446,1.237274,0.381707,1.229446,1.230999
1.229523,1.236442,0.381707,1.229523,1.228272
1.229425,1.235516,0.381707,1.229425,1.229050
1.229156,1.234878,0.381707,1.229156,1.229442
1.228718,1.234697,0.381696,1.228718,1.228521
1.228112,1.234844,0.381696,1.228112,1.229030
1.227340,1.233440,0.381676,1.227340,1.229240
1.226406,1.233046,0.381676,1.226406,1.227845
1.225310,1.230897,0.381651,1.225310,1.228931
1.224055,1.228311,0.381651,1.224055,1.227554
1.222643,1.227880,0.381635,1.222643,1.226718
1.221077,1.226694,0.381635,1.221077,1.223618
1.219360,1.224412,0.381630,1.219360,1.222071
1.217492,1.221951,0.381630,1.217492,1.222573
1.215478,1.220004,0.381631,1.215478,1.220139
1.213318,1.217313,0.381631,1.213318,1.218740
1.211017,1.216212,0.381644,1.211017,1.216898
1.208575,1.206561,0.381644,1.208575,1.207567
1.205997,1.202118,0.381645,1.205997,1.200872
1.203284,1.196416,0.381645,1.203284,1.193418
1.200439,1.192214,0.381652,1.200439,1.190453
1.197465,1.187305,0.381652,1.197465,1.184354
1.194364,1.183595,0.381669,1.194364,1.180872
1.191140,1.182234,0.381669,1.191140,1.179802
1.187794,1.179954,0.381702,1.187794,1.177396
1.184330,1.176053,0.381702,1.184330,1.173577
1.180751,1.174346,0.381735,1.180751,1.169253
1.177058,1.171992,0.381735,1.177058,1.167966
1.173256,1.168843,0.381757,1.173256,1.167230
1.169347,1.165314,0.381757,1.169347,1.164866
1.165334,1.162895,0.381765,1.165334,1.162833
1.161219,1.159701,0.381765,1.161219,1.160029
1.157006,1.157576,0.381764,1.157006,1.154470
1.152698,1.155703,0.381764,1.152698,1.150766
1.148297,1.152599,0.381767,1.148297,1.146886
1.143806,1.148014,0.381767,1.143806,1.144131
1.139230,1.147339,0.381810,1.139230,1.144274
1.134569,1.145040,0.381810,1.134569,1.142662
1.129828,1.136795,0.381848,1.129828,1.130855
1.125009,1.127406,0.381848,1.125009,1.124148
1.120116,1.120503,0.381851,1.120116,1.117476
1.115151,1.115792,0.381851,1.115151,1.111517
1.110118,1.109092,0.381845,1.110118,1.103044
1.105019,1.103761,0.381845,1.105019,1.099189
1.099857,1.098153,0.381836,1.099857,1.093649
1.094636,1.093167,0.381836,1.094636,1.088673
1.089359,1.087646,0.381827,1.089359,1.083818
1.084028,1.082523,0.381827,1.084028,1.078765
1.078646,1.081280,0.381844,1.078646,1.076928
1.073217,1.080982,0.381844,1.073217,1.074781
1.067744,1.079218,0.381912,1.067744,1.071753
1.062229,1.078059,0.381912,1.062229,1.068250
1.056676,1.076323,0.382059,1.056676,1.064997
1.051087,1.067445,0.382059,1.051087,1.054225
1.045465,1.060486,0.382126,1.045465,1.045966
1.039814,1.053451,0.382126,1.039814,1.037335
1.034136,1.047810,0.382157,1.034136,1.033167
1.028435,1.038753,0.382157,1.028435,1.023870
1.022713,1.031246,0.382176,1.022713,1.018912
1.016973,1.023334,0.382176,1.016973,1.011522
1.011218,1.016125,0.382194,1.011218,1.008028
1.005450,1.009493,0.382194,1.005450,1.002841
0.999674,1.002915,0.382209,0.999674,0.996219
0.993891,0.999676,0.382209,0.993891,0.992869
0.988104,0.995565,0.382272,0.988104,0.989972
0.982316,0.992140,0.382272,0.982316,0.985985
0.976530,0.981646,0.382314,0.976530,0.975661
0.970748,0.971586,0.382314,0.970748,0.969206
0.964974,0.963629,0.382302,0.964974,0.959459
0.959210,0.955463,0.382302,0.959210,0.950205
0.953458,0.947901,0.382259,0.953458,0.943460
